time,envelope_standardized
21.24,3.72801568215176
21.25,3.60963712441769
21.26,3.82888682494892
21.27,1.8458803311864
21.28,0.713124796093409
21.29,1.53633220569643
21.3,1.75999281774379
21.31,1.05639003817635
21.32,0.694888904855922
21.33,0.561448178702119
21.34,0.469583235785093
21.35,-0.105806656820992
21.36,-0.527001261849196
21.37,-0.0771639252240161
21.38,0.0865206103964938
21.39,0.195238725484107
21.4,0.0178614366848673
21.41,0.130592577033687
21.42,-0.0242482896305635
21.43,-0.10447460370215
21.44,-0.104363351293651
21.45,0.272762813251998
21.46,2.06563227597727
21.47,3.27717034276071
21.48,2.74704458653422
21.49,0.215634306753232
21.5,-0.138824788097316
21.51,-0.0508170573484627
21.52,-0.212069466539264
21.53,-0.337229089755477
21.54,-0.169314925832254
21.55,-0.111574924039243
21.56,-0.321223818487348
21.57,-0.482610510564443
21.58,-0.610182212719168
21.59,-0.359055210667839
21.6,0.363430722856121
21.61,0.524565665651039
21.62,-0.127444731545941
21.63,-0.47971426225022
21.64,-0.249516943670645
21.65,-0.14021478266296
21.66,-0.0114211690310275
21.67,0.712637927766754
21.68,1.31832015397394
21.69,0.683761710880926
21.7,1.02545452529106
21.71,1.76796768045986
21.72,1.02694317998062
21.73,0.795758362119891
21.74,0.875715270675405
21.75,-0.12510628701794
21.76,-0.301264286118643
21.77,-0.198946396331463
21.78,-0.311720140889492
21.79,1.3297150008505
21.8,1.34802953217113
21.81,2.11472663193608
21.82,0.0829865330383838
21.83,0.252899528278289
21.84,0.0815246893633542
21.85,0.322022214689809
21.86,0.222571530392965
21.87,0.0301852719262218
21.88,-0.0246843616617173
21.89,0.271787171931684
21.9,0.170058819294236
21.91,-0.305452277338667
21.92,-0.420766887292826
21.93,0.208151619266468
21.94,1.84239208609337
21.95,2.07545536251548
21.96,2.21945686030526
21.97,2.41356456098266
21.98,2.06583450491866
21.99,1.37378549675669
22,0.861299382628391
22.01,0.397052890217403
22.02,0.645238928051009
22.03,0.67013644776745
22.04,1.0218458700967
22.05,1.49504510355533
22.06,2.28975272254032
22.07,2.22200105952332
22.08,1.37714452097613
22.09,1.02793130488616
22.1,0.549030461662196
22.11,0.374388235327166
22.12,0.654125866509447
22.13,0.899648116841889
22.14,0.559403752696673
22.15,0.262182459753771
22.16,-0.0944146777775489
22.17,-0.217474097651031
22.18,-0.335405581444783
22.19,-0.437531959619924
22.2,-0.444424220092834
22.21,-0.212686201106402
22.22,-0.29666062541256
22.23,-0.285981250621617
22.24,-0.363242366155227
22.25,-0.48442862195205
22.26,-0.649928692565411
22.27,-0.379949359956917
22.28,-0.128288732356129
22.29,0.174360785035217
22.3,1.29044968180319
22.31,1.58068083991232
22.32,0.782715595157724
22.33,0.671926792422793
22.34,0.224575475112823
22.35,0.352443054804434
22.36,1.60981159459136
22.37,1.23239568323316
22.38,0.311928937359098
22.39,-0.489006943414543
22.4,-0.45794462436632
22.41,-0.442745518152334
22.42,-0.527096787475269
22.43,-0.595725581004505
22.44,-0.504486215885806
22.45,-0.508484631337852
22.46,-0.659477069215178
22.47,-0.336601426096551
22.48,-0.415476114698
22.49,-0.545467661552585
22.5,-0.465644118399089
22.51,-0.544569634566355
22.52,-0.619291852028089
22.53,-0.660436598854046
22.54,-0.668715147932346
22.55,-0.659952558620219
22.56,-0.635510021613243
22.57,-0.687122338726027
22.58,-0.723787165261821
22.59,-0.63618888571894
22.6,-0.672045496974704
22.61,-0.695402838760051
22.62,-0.533713736818806
22.63,-0.522908830786166
22.64,-0.506187671962696
22.65,1.72243687027458
22.66,1.6527574702358
22.67,1.17095048149899
22.68,0.868250790605372
22.69,-0.0945556355331961
22.7,-0.423964343265778
22.71,-0.332437550830039
22.72,-0.407236500628761
22.73,-0.646188025616691
22.74,-0.620914598738682
22.75,-0.491581732330504
22.76,-0.535445666458151
22.77,-0.683201919638308
22.78,-0.642066598343635
22.79,-0.641746930665107
22.8,-0.645097426256892
22.81,-0.627271491208371
22.82,-0.706570561049134
22.83,-0.703693078115128
22.84,-0.69254043709534
22.85,-0.682247543809142
22.86,-0.722271657491167
22.87,-0.684717998160793
22.88,-0.514752826735564
22.89,0.579359384108684
22.9,1.16983413384962
22.91,1.29665133445909
22.92,1.08517347671812
22.93,0.279850056461877
22.94,0.161699031543649
22.95,0.217917096793703
22.96,0.639809004388621
22.97,0.718614398730431
22.98,0.798725750184968
22.99,-0.170418368809169
23,-0.142653325373815
23.01,-0.521719538800467
23.02,-0.426866632777768
23.03,-0.454576297825029
23.04,-0.521029191249392
23.05,-0.561165171807933
23.06,-0.584067657857147
23.07,-0.657771485359757
23.08,-0.689054637822526
23.09,-0.688009491581584
23.1,-0.687045406630754
23.11,-0.68784339058488
23.12,-0.554146809075361
23.13,-0.320200901751574
23.14,-0.685382403936963
23.15,-0.647965773386297
23.16,-0.420775901820444
23.17,-0.664607335570882
23.18,-0.701720913381796
23.19,-0.541057315584542
23.2,-0.715644053541389
23.21,-0.60164503470855
23.22,-0.698000028421296
23.23,-0.703919622169321
23.24,-0.739259598397779
23.25,-0.737544707563082
23.26,-0.748071193232702
23.27,-0.738540848357509
23.28,-0.746470570617894
23.29,-0.741067217638577
23.3,-0.759971257321483
23.31,-0.754668929334993
23.32,-0.749017043184319
23.33,-0.755792060635386
23.34,-0.749538125886963
23.35,-0.75899000810106
23.36,-0.764723660587707
23.37,-0.752362554685622
23.38,-0.75998975008088
23.39,-0.760152683483148
23.4,-0.754715165528979
23.41,-0.750143108495382
23.42,-0.74565056384668
23.43,-0.757942815325103
23.44,-0.742254570589188
23.45,-0.740095614952982
23.46,-0.737025671018948
23.47,-0.74510804348674
23.48,-0.730839909212093
23.49,-0.738814734497571
23.5,-0.737717085649773
23.51,-0.724598513368964
23.52,-0.723423330714582
23.53,-0.713272794027899
23.54,-0.697047718684217
23.55,-0.685160605824098
23.56,-0.691417232871856
23.57,-0.684893551303159
23.58,-0.666362295523444
23.59,-0.672493989978413
23.6,-0.684593543262394
23.61,-0.714741604737569
23.62,-0.707397017733257
23.63,-0.699818465141639
23.64,-0.709232851751706
23.65,-0.706558211982714
23.66,-0.72481688970524
23.67,-0.740996045835899
23.68,-0.751451024186411
23.69,-0.754847663552511
23.7,-0.734077668307743
23.71,-0.681446364576251
23.72,0.0224011363942156
23.73,1.00026428189447
23.74,1.40747620530318
23.75,1.18032387991614
23.76,0.93357277116986
23.77,0.703358711593091
23.78,-0.20514537507484
23.79,-0.327073378598403
23.8,-0.27399432617175
23.81,-0.515646716209345
23.82,-0.469835096313786
23.83,-0.600443641524576
23.84,-0.43909280261209
23.85,-0.442830111926094
23.86,-0.475143120034902
23.87,-0.482615048081976
23.88,-0.494503710967698
23.89,0.135218834647275
23.9,-0.385942095479401
23.91,-0.492625307042652
23.92,-0.471588405440072
23.93,-0.425988776950423
23.94,-0.428418262443322
23.95,-0.383906036806767
23.96,-0.391560607704481
23.97,-0.439252946819263
23.98,0.11791996773203
23.99,0.428264779811913
24,0.558447989445156
24.01,1.06146870649725
24.02,1.28315690029003
24.03,2.69968042511426
24.04,4.15157146481237
24.05,3.16075939526739
24.06,2.63943482027009
24.07,1.95059717252095
24.08,3.15145242461753
24.09,3.37260089741401
24.1,1.52536883795982
24.11,0.742655139034691
24.12,0.160035176345523
24.13,0.00255747716697742
24.14,-0.0742527990532677
24.15,-0.164430840112888
24.16,-0.388380223014596
24.17,-0.354255033876988
24.18,0.0844045059727333
24.19,-0.402859544944931
24.2,-0.303862116235606
24.21,-0.356622849230569
24.22,-0.59612704463048
24.23,-0.613673895892734
24.24,-0.671758639834721
24.25,-0.519244635926333
24.26,-0.243668123433696
24.27,-0.263124040004274
24.28,-0.412292220942407
24.29,-0.164060306327463
24.3,1.41647240756749
24.31,2.78742001908985
24.32,1.97256145453382
24.33,0.622737576767994
24.34,0.521749026878618
24.35,0.159066979547494
24.36,-0.144835627489605
24.37,-0.236500543709535
24.38,-0.116495751641721
24.39,0.0278893118511402
24.4,-0.265985499229056
24.41,-0.0865592645902244
24.42,1.53405977783842
24.43,1.57522860007892
24.44,1.20161022521184
24.45,1.53104814906665
24.46,0.890593601015869
24.47,2.14812605610548
24.48,3.305819711668
24.49,2.50965220572177
24.5,1.61759784190561
24.51,0.748849726809505
24.52,0.991614267281957
24.53,0.272008437845869
24.54,0.0731186929245212
24.55,0.293408923842583
24.56,0.171561314509237
24.57,0.928008299450783
24.58,1.1890449413322
24.59,1.32631012454275
24.6,1.54977282029915
24.61,1.94323906782127
24.62,2.14148914490101
24.63,0.5916981389126
24.64,0.388710790859727
24.65,0.477754269187029
24.66,-0.0379030767732101
24.67,0.364932057206434
24.68,-0.0644909316242286
24.69,-0.186068041582412
24.7,-0.358296591772639
24.71,-0.145174455311323
24.72,0.426720745396585
24.73,0.24966716266375
24.74,0.761114615440639
24.75,2.13405322398444
24.76,1.83354760390293
24.77,1.03589373948286
24.78,0.712644378017183
24.79,0.48751858468895
24.8,0.2246532564779
24.81,0.00767462489400881
24.82,-0.0521387048649279
24.83,-0.14594928568157
24.84,-0.397537703744698
24.85,-0.402220174369278
24.86,-0.45723235515924
24.87,-0.590144191066882
24.88,-0.571885522930527
24.89,-0.589175840399252
24.9,-0.0806175259426225
24.91,-0.253904064729159
24.92,-0.340474361655216
24.93,-0.220180334672359
24.94,-0.335729202536518
24.95,-0.543861827586846
24.96,-0.409105960039044
24.97,-0.446580617808437
24.98,-0.622518240320404
24.99,-0.69658168266932
25,-0.718110199725932
25.01,-0.703331067650901
25.02,-0.725928197101743
25.03,-0.748239695574206
25.04,-0.733144534875717
25.05,-0.741996129781404
25.06,-0.645145176755412
25.07,-0.367594803766855
25.08,0.267088554088391
25.09,0.451480842988279
25.1,0.45485206406215
25.11,0.269256803673576
25.12,-0.101909615126704
25.13,-0.385126345928672
25.14,-0.535846213862135
25.15,-0.593679654539894
25.16,-0.574422326877077
25.17,-0.685098497492778
25.18,-0.716628519269791
25.19,-0.692044447222661
25.2,-0.705329409849162
25.21,0.211580463690028
25.22,-0.130245700486302
25.23,-0.313538693743288
25.24,-0.224150096888528
25.25,-0.467629570839933
25.26,-0.393902360307187
25.27,0.308125914311278
25.28,0.555435363501113
25.29,0.331380573469067
25.3,-0.602787260737905
25.31,-0.567493877688762
25.32,-0.432472018639908
25.33,-0.546122505688263
25.34,-0.564719331548768
25.35,-0.620144106927374
25.36,-0.681487330692723
25.37,-0.61222980370147
25.38,-0.708494947193041
25.39,-0.680886761989091
25.4,-0.68546932580379
25.41,-0.693967905908356
25.42,-0.715513142212013
25.43,-0.718786130992328
25.44,-0.606235203074346
25.45,-0.539871770113113
25.46,-0.680319127693827
25.47,-0.67363721021655
25.48,0.448478667188153
25.49,0.486694340784717
25.5,0.0204114616942397
25.51,0.730951211906192
25.52,1.46084873036722
25.53,0.763028885042755
25.54,0.237967360062504
25.55,-0.0834316864803652
25.56,-0.167757736798261
25.57,-0.175329065023382
25.58,0.00571134674955951
25.59,-0.105417286040139
25.6,-0.252032948032951
25.61,-0.210531690784177
25.62,-0.218243771959112
25.63,0.268707088079438
25.64,0.379100367903009
25.65,0.227325083127672
25.66,0.00323610376407233
25.67,-0.245367102325787
25.68,-0.331527434471848
25.69,-0.327879276454371
25.7,-0.40806109658846
25.71,-0.338735509800428
25.72,-0.288308588066188
25.73,-0.273290087771782
25.74,-0.262742098602029
25.75,-0.362493130447398
25.76,-0.355866283139101
25.77,-0.521546137139484
25.78,-0.348178799226567
25.79,-0.496161325144322
25.8,-0.532604793484603
25.81,-0.426817680836628
25.82,-0.301355918618319
25.83,-0.282804403160755
25.84,-0.465831145106367
25.85,-0.568292808972448
25.86,-0.624367273104649
25.87,-0.702327451167081
25.88,-0.635252911105
25.89,-0.40368713215472
25.9,-0.265516796738809
25.91,-0.3226808147896
25.92,-0.265063078601
25.93,-0.201488368391525
25.94,-0.0773960783618966
25.95,-0.186332570535963
25.96,-0.285782040394133
25.97,-0.173162478801511
25.98,-0.317789386002226
25.99,-0.354371886811344
26,-0.521031226006673
26.01,-0.627168006990312
26.02,-0.635702049386026
26.03,-0.644860594864939
26.04,-0.701629261939914
26.05,-0.706132262857674
26.06,-0.717266311830865
26.07,-0.704247977578513
26.08,-0.687458896629339
26.09,-0.680443724166954
26.1,-0.697907513189956
26.11,-0.713357308249106
26.12,-0.712076759012444
26.13,-0.710365830991889
26.14,-0.693412045996782
26.15,-0.695153455145736
26.16,-0.707710269071764
26.17,-0.718613625179046
26.18,-0.711516317028739
26.19,-0.6981836379402
26.2,-0.697461504993759
26.21,-0.711115516774747
26.22,-0.698748314017781
26.23,-0.707984794134723
26.24,-0.714821920442235
26.25,-0.722856027519835
26.26,-0.732885861335643
26.27,-0.74569882205782
26.28,-0.755455505016695
26.29,-0.753303778325351
26.3,-0.760966258068198
26.31,-0.714512582553564
26.32,-0.63383528975142
26.33,0.0983477887849101
26.34,0.555151080568421
26.35,0.845428061889392
26.36,1.64810134679488
26.37,1.75211806731779
26.38,1.1831426601307
26.39,0.229136359253392
26.4,0.0404835622393798
26.41,-0.00486185411615453
26.42,-0.146927317912452
26.43,0.0808950282822436
26.44,-0.333858217107198
26.45,-0.510837486706527
26.46,-0.53839743388999
26.47,-0.586816918636488
26.48,-0.568810098915333
26.49,-0.482266178362897
26.5,-0.330708854725263
26.51,-0.126672549071238
26.52,-0.122134030689459
26.53,-0.110966965863891
26.54,-0.0439146673245568
26.55,0.51297875827184
26.56,-0.180233277124281
26.57,-0.499420160368201
26.58,-0.63475239185612
26.59,-0.58317286088016
26.6,-0.616634797123256
26.61,-0.687647445724272
26.62,-0.614764780782206
26.63,-0.654502853867239
26.64,-0.684275189254297
26.65,-0.711775488381681
26.66,-0.689115205783589
26.67,-0.719828009255902
26.68,-0.0761402877567936
26.69,1.99914775053126
26.7,2.82659702700884
26.71,2.54292194726866
26.72,4.46564105032923
26.73,1.49800754203486
26.74,0.734093927930137
26.75,0.357329974671091
26.76,0.0418338926119491
26.77,-0.308262573999957
26.78,-0.264260239991244
26.79,-0.480979316782849
26.8,-0.42700563001764
26.81,-0.495457097686566
26.82,-0.564491450942404
26.83,-0.616551459277
26.84,-0.583460142982397
26.85,-0.629680646149716
26.86,-0.625879284681509
26.87,-0.671657792451515
26.88,-0.582325905042374
26.89,-0.656179855293138
26.9,-0.661638607725697
26.91,-0.655654894367122
26.92,0.102978208664499
26.93,0.481656589457145
26.94,2.12423318224313
26.95,1.07198045668016
26.96,0.826455044503356
26.97,0.354987819516092
26.98,-0.22739530186331
26.99,-0.203993507904401
27,-0.213878580703087
27.01,-0.465188525981807
27.02,-0.207876526817171
27.03,-0.198442550544517
27.04,-0.178125818542424
27.05,-0.0904016289019776
27.06,-0.133000842031033
27.07,-0.24615511335245
27.08,-0.253715606706699
27.09,0.0398949161882278
27.1,-0.164856940628941
27.11,-0.515574512215564
27.12,-0.628654847987871
27.13,-0.66743401859003
27.14,-0.682034089831344
27.15,-0.684191171277663
27.16,-0.448912979214876
27.17,-0.603768949356393
27.18,-0.360384853713351
27.19,1.72985083525213
27.2,0.185575621766797
27.21,0.662803514023569
27.22,1.03813316982972
27.23,0.487477971906046
27.24,0.533356022074814
27.25,-0.23258685457148
27.26,-0.440316218634549
27.27,-0.447886258211385
27.28,-0.545484556024091
27.29,-0.678849846876526
27.3,-0.583303425568736
27.31,-0.640278045376072
27.32,-0.0100604091527975
27.33,-0.494031538153509
27.34,-0.266483620463737
27.35,-0.407914130780813
27.36,-0.100459855806066
27.37,0.560255454565486
27.38,0.680719359779534
27.39,0.438132347904866
27.4,0.0375335293418802
27.41,-0.365563181907832
27.42,-0.480685584934821
27.43,-0.632468997978964
27.44,-0.607175965626528
27.45,-0.580094945732163
27.46,-0.55507393812991
27.47,-0.584511623998664
27.48,-0.58391041578765
27.49,-0.663790234285906
27.5,-0.705560816856188
27.51,-0.646975727996158
27.52,-0.671006176175989
27.53,-0.66026467983153
27.54,-0.695072956023587
27.55,-0.670844934586819
27.56,-0.62923300243197
27.57,-0.610330063850012
27.58,-0.370329368589738
27.59,0.643841243969651
27.6,1.97539115379614
27.61,1.4239069960385
27.62,0.508420985902758
27.63,1.44701633880369
27.64,0.511591805537872
27.65,1.02293846502449
27.66,1.50443775043536
27.67,1.52755623392405
27.68,1.79458408403432
27.69,1.38258584702182
27.7,1.30786067526264
27.71,2.00933532252206
27.72,1.20275528575799
27.73,1.63228381196205
27.74,0.314762210843703
27.75,-0.0985136786053342
27.76,-0.219370827058715
27.77,0.154223015354676
27.78,0.939323640945423
27.79,0.736126439355339
27.8,0.923538976443061
27.81,0.488009143057726
27.82,0.871858683192121
27.83,0.202453866288077
27.84,0.0620172004998293
27.85,0.200794125472223
27.86,-0.238515450152092
27.87,-0.263796648579263
27.88,0.02367733011336
27.89,-0.182573248354413
27.9,-0.379583537824459
27.91,-0.468296839983277
27.92,-0.500240626327315
27.93,-0.408753055454469
27.94,-0.484726390658404
27.95,-0.545698485087358
27.96,-0.597116923685161
27.97,-0.64805335561424
27.98,-0.00472241226111465
27.99,-0.40930678326601
28,0.393832314628333
28.01,0.507717586526359
28.02,0.33953984184516
28.03,0.558641185014277
28.04,0.770269591007185
28.05,1.13107393689402
28.06,1.09195404688421
28.07,1.0983975613623
28.08,1.15879002860714
28.09,1.11415199567707
28.1,1.18460114065437
28.11,0.932687550026299
28.12,0.594758903843653
28.13,0.840982813484517
28.14,1.03792580972824
28.15,0.992554439845559
28.16,0.36611428129527
28.17,-0.0503666763261011
28.18,-0.116428863075917
28.19,-0.308582436365632
28.2,-0.480660259241787
28.21,-0.526694046091704
28.22,-0.501126538429191
28.23,-0.509363098267845
28.24,-0.436873915476855
28.25,-0.428727623454399
28.26,-0.375607200805109
28.27,-0.136315613409151
28.28,-0.127695739991991
28.29,-0.242726445646164
28.3,-0.283763713232477
28.31,-0.340652551196701
28.32,-0.447410529552774
28.33,-0.387494345488109
28.34,-0.472870802280075
28.35,-0.533981675108552
28.36,-0.525525378391408
28.37,-0.51470111299403
28.38,-0.677903019595802
28.39,-0.69192420392121
28.4,-0.660595680057506
28.41,-0.672990852478368
28.42,0.0164561102779582
28.43,-0.444992941985161
28.44,0.670389583971302
28.45,1.03876749981923
28.46,0.551715277242606
28.47,0.463232442799347
28.48,0.731896684161607
28.49,0.180762786058866
28.5,-0.1614908009474
28.51,-0.222876739075393
28.52,-0.552845191006967
28.53,-0.406005931828616
28.54,-0.494865054533464
28.55,-0.499169232070898
28.56,-0.457488329654599
28.57,-0.627285702461096
28.58,-0.559127905038683
28.59,-0.638473116550136
28.6,-0.566482452857422
28.61,-0.366762457864867
28.62,-0.357014387078072
28.63,-0.100242904933827
28.64,-0.0978379759911163
28.65,-0.32842570150235
28.66,-0.451759059209818
28.67,-0.658478487380228
28.68,-0.699140313470323
28.69,-0.664078259255972
28.7,-0.644043701663536
28.71,-0.700267215873151
28.72,-0.692552840327152
28.73,-0.665116600743908
28.74,-0.294542791698989
28.75,-0.135878361740766
28.76,0.247408869622959
28.77,0.250162825321432
28.78,-0.119882948375975
28.79,-0.179868233147929
28.8,-0.140214262714143
28.81,-0.051384013173788
28.82,-0.282766627407276
28.83,-0.250865613058995
28.84,0.181624571648271
28.85,-0.299123481188399
28.86,-0.577322305924428
28.87,-0.588339714845561
28.88,-0.329062059860595
28.89,-0.223674992179058
28.9,-0.532347558434965
28.91,-0.506833397586853
28.92,-0.131426185720078
28.93,-0.402891125684888
28.94,-0.570303902260018
28.95,-0.663138304619046
28.96,-0.0990560797501917
28.97,-0.573350277723231
28.98,-0.727587635397037
28.99,-0.634253702497209
29,-0.581776772048277
29.01,-0.719442424120097
29.02,-0.704778367515159
29.03,-0.704461108343443
29.04,-0.7067537490046
29.05,-0.710150078169212
29.06,-0.743895592456835
29.07,-0.740163657081582
29.08,-0.739672625810776
29.09,-0.753783508697386
29.1,-0.754684533127505
29.11,-0.750668296709
29.12,-0.753001154646669
29.13,-0.758259178915453
29.14,-0.759785219863663
29.15,-0.745944019236502
29.16,-0.762304159512498
29.17,-0.745586331229281
29.18,-0.755452541020909
29.19,-0.75806734038786
29.2,-0.756195263943447
29.21,-0.74711664746189
29.22,-0.757896492444592
29.23,-0.752178145367662
29.24,-0.737631461085144
29.25,-0.755241520440942
29.26,-0.751709898805455
29.27,-0.748551613263294
29.28,-0.750124642935861
29.29,-0.751619944606477
29.3,-0.754796627914371
29.31,-0.757456359234581
29.32,-0.754314396645817
29.33,-0.754976119243915
29.34,-0.739824951317565
29.35,-0.761853724442725
29.36,-0.759514654398995
29.37,-0.737590320881391
29.38,-0.750784850604975
29.39,-0.751347454845005
29.4,-0.761707555952931
29.41,-0.744989574432696
29.42,-0.753725967475136
29.43,-0.763386187153488
29.44,-0.754229212544612
29.45,-0.735673512654563
29.46,-0.744556066461975
29.47,-0.742444383224842
29.48,-0.75287380112049
29.49,-0.738269941866444
29.5,-0.747410238206341
29.51,-0.732472417126711
29.52,-0.594860248888368
29.53,-0.702959898062525
29.54,-0.715364172665498
29.55,-0.733317634964068
29.56,-0.721457589018692
29.57,-0.73652024770008
29.58,-0.705672670416435
29.59,-0.721783204694839
29.6,-0.725367929941647
29.61,-0.736391058617839
29.62,-0.73117544368709
29.63,-0.719401534852621
29.64,-0.732938285845977
29.65,-0.71868402434169
29.66,-0.718015571793981
29.67,-0.71034483591614
29.68,-0.684674461302993
29.69,-0.717692147095496
29.7,-0.707137499890985
29.71,-0.721151233853277
29.72,-0.726051521479947
29.73,-0.744251702121943
29.74,-0.712530852480016
29.75,-0.739578123823094
29.76,-0.733880371082396
29.77,-0.743993053569372
29.78,-0.742514878592096
29.79,-0.745668458451416
29.8,-0.73058640312293
29.81,-0.750960677211215
29.82,-0.768213313972883
29.83,-0.74424132834344
29.84,-0.745348134295851
29.85,-0.761975117083564
29.86,-0.739234540640018
29.87,-0.726467767782366
29.88,-0.612601846357541
29.89,-0.671302929338888
29.9,-0.580300193261449
29.91,-0.583331049880973
29.92,-0.57732407483146
29.93,-0.544837146806424
29.94,-0.475220389482995
29.95,-0.351352616352953
29.96,-0.3427675564003
29.97,-0.156605661305946
29.98,-0.304386604235887
29.99,0.0124485297134461
30,0.598950681042707
30.01,0.309590658090331
30.02,0.983830051970974
30.03,1.01405227280797
30.04,1.17189418883166
30.05,1.25776712849461
30.06,2.25963538169016
30.07,2.95514637403446
30.08,3.22148236034471
30.09,3.32232015055135
30.1,3.28551266925991
30.11,2.938929446736
30.12,2.2664123710387
30.13,2.56561612250528
30.14,1.90852086559195
30.15,0.518278968856409
30.16,0.78276450197804
30.17,0.406544944139417
30.18,0.45190877451308
30.19,0.610936970038583
30.2,0.535640130216836
30.21,0.560848220091748
30.22,0.443406971829847
30.23,0.243843444042884
30.24,0.513059356981041
30.25,1.55948784329036
30.26,1.98150070508903
30.27,1.85829383767029
30.28,1.72641302016516
30.29,1.61648450146254
30.3,1.03664981486741
30.31,0.586639275628594
30.32,0.0412643118937555
30.33,0.69970348706693
30.34,0.790395165605063
30.35,0.871944135807523
30.36,1.35483555714751
30.37,1.02109495057593
30.38,1.51203944645321
30.39,1.07390213711394
30.4,-0.0289363467331626
30.41,-0.198202058449645
30.42,-0.298528013881025
30.43,-0.503701690096869
30.44,-0.457358369139313
30.45,-0.257186820432646
30.46,0.821971719997862
30.47,2.43589767415681
30.48,3.10212396668968
30.49,2.68253497934211
30.5,3.28419792282779
30.51,3.77622757940423
30.52,3.53533284544184
30.53,2.15253038890279
30.54,0.821354545823435
30.55,0.573435742697714
30.56,0.378220676984703
30.57,0.193036023178319
30.58,0.00145704088460897
30.59,-0.267118572428878
30.6,-0.412747951634837
30.61,-0.297691480982357
30.62,-0.466312942307787
30.63,-0.296575300838341
30.64,-0.43961904253376
30.65,-0.531581577758446
30.66,-0.609946914686527
30.67,-0.59866592626407
30.68,-0.640123261645181
30.69,-0.635016381928249
30.7,-0.295983910720448
30.71,-0.337455642275864
30.72,-0.512690541945107
30.73,0.519581074364619
30.74,0.586303620798751
30.75,0.645058426348249
30.76,0.877620923328901
30.77,0.896460323931984
30.78,0.593324884594325
30.79,1.10080721240065
30.8,0.736905253333805
30.81,0.532554795817386
30.82,0.765849657313295
30.83,0.238938575496929
30.84,-0.15702938957273
30.85,-0.459619417816291
30.86,-0.604835412923186
30.87,-0.651012181946594
30.88,-0.701601172001753
30.89,-0.630614090194742
30.9,-0.650964815397015
30.91,-0.639870007512092
30.92,-0.620021790710694
30.93,-0.643610636926638
30.94,-0.704464860794994
30.95,-0.67767907620098
30.96,-0.66888812005356
30.97,-0.721645785085894
30.98,-0.688885567689295
30.99,-0.694945631125339
31,-0.715781152653599
31.01,-0.703842409600522
31.02,-0.679791936580416
31.03,-0.668404245300886
31.04,-0.69620037225388
31.05,-0.711167794636495
31.06,-0.717362579963478
31.07,-0.713263871260977
31.08,-0.703993347606922
31.09,-0.726962929763772
31.1,-0.720035684488273
31.11,-0.726365512191881
31.12,-0.747380054574728
31.13,-0.739484754925686
31.14,-0.740154839112025
31.15,-0.726817976984559
31.16,-0.635967492149523
31.17,1.21608661691992
31.18,-0.205062118034448
31.19,1.72982501415217
31.2,1.3486253410345
31.21,1.38851723073293
31.22,0.512602168520886
31.23,0.645941627795125
31.24,0.883229589411497
31.25,-0.0844598962739112
31.26,-0.279294089723866
31.27,-0.166318802203879
31.28,-0.327950483079563
31.29,-0.445746975921935
31.3,-0.481999515571459
31.31,-0.351186091983456
31.32,-0.520805014196668
31.33,0.144128133491594
31.34,0.0726540530002414
31.35,-0.164625048803149
31.36,0.353207075419334
31.37,0.985947289251885
31.38,0.358113613014857
31.39,0.973217800137253
31.4,1.53172404655797
31.41,1.51567743136951
31.42,1.99207312230261
31.43,3.1622178087122
31.44,5.3404722020954
31.45,7.56144710920006
31.46,5.27788284058045
31.47,3.28768127572417
31.48,2.77482899890713
31.49,4.03198096209912
31.5,3.87563658052833
31.51,1.95179048497779
31.52,0.304575378716797
31.53,0.401446750274749
31.54,0.27516432190903
31.55,0.0810424923049182
31.56,0.0381534039012644
31.57,0.0570061713818633
31.58,-0.00457044617775042
31.59,-0.119322479302796
31.6,-0.037356650723873
31.61,-0.390687588555158
31.62,-0.307622074279857
31.63,0.160985626595039
31.64,1.325570399435
31.65,1.93446708807252
31.66,1.2491601836904
31.67,1.10120815048411
31.68,0.923688605488296
31.69,1.75373693210087
31.7,1.36251585859688
31.71,0.969349165418984
31.72,0.604882200892693
31.73,-0.0935926004508275
31.74,0.352113457925071
31.75,0.434112830371925
31.76,0.255818380458598
31.77,0.0784849444679289
31.78,-0.243346205346462
31.79,-0.370493930384223
31.8,-0.0114830082270621
31.81,0.0998517443954399
31.82,-0.00762881240784308
31.83,-0.254308571649259
31.84,-0.477897957016042
31.85,-0.19706489042924
31.86,0.118907161947743
31.87,-0.0507934663713401
31.88,-0.258479199662316
31.89,-0.324763125040351
31.9,0.0854530424724023
31.91,0.349415118959673
31.92,0.029872112523107
31.93,0.0548463192728776
31.94,-0.115235969848052
31.95,0.0179014622814023
31.96,0.574374179921944
31.97,1.22723079341571
31.98,0.396874306178977
31.99,0.935336506310318
32,0.798091776230473
32.01,0.495470982637258
32.02,1.2195120086728
32.03,0.562132397583399
32.04,0.705539929517619
32.05,0.813769801128139
32.06,0.611349924733982
32.07,1.25994166373215
32.08,0.851156203868663
32.09,0.512146977743165
32.1,1.2793882771845
32.11,0.605609809465165
32.12,0.874266806345599
32.13,0.669806953870056
32.14,0.392370393223885
32.15,0.818071441260919
32.16,0.602531005118965
32.17,0.412069165483698
32.18,0.0504283636317631
32.19,0.313517912570054
32.2,-0.216848527088517
32.21,-0.100121871232757
32.22,0.3041119484517
32.23,0.101911974109687
32.24,-0.146784805799941
32.25,0.381535819122384
32.26,2.3077634994514
32.27,2.22494895440311
