Unnamed: 0,POS_sentence,POS_word,base,dep,freq,function,index_s,ld20,length,open,story,type,v_onset,word,xmax,xmin,local_freq,entropy,isV,isN,isC,is_key,is_key_and_C,duration,freq_binary,freq_quart,sc_onset,ivc_avg,Entropy_Roark,Surprisal_Roark,env_avg
104,ADJA,ADJA,vorüberziehend,37.0,22.0,attr,36.0,5.7,0.865,3.0,1.0,low,43.05,vorüberziehenden,43.915,43.05,0.000247525,5.09e-07,1,1,1,0,0,0.8650000000000021,1,4,41.6337,-0.6056989391191667,7.971,2.8760000000000003,-0.08675982127100959
105,NN,N,Flussreiher,34.0,30.0,pn,37.0,2.85,0.625,1.0,1.0,low,43.915,Flussreiher,44.54,43.915,0.000247525,5.09e-07,0,1,1,0,0,0.625,1,4,42.4987,-0.32928901171413016,7.972,1.6059999999999999,0.31470463212669314
106,VVPP,V,fortwehen,39.0,22.0,aux,38.0,3.55,0.6,1.0,1.0,low,44.8,fortgeweht,45.4,44.8,0.000247525,5.09e-07,1,1,1,1,1,0.6000000000000014,1,4,43.3837,1.1346882012883155,6.483,2.658,-0.2060522617478168
107,VAINF,V,werden,33.0,3.0,aux,39.0,1.4,0.31,0.0,1.0,low,45.47,werden,45.71,45.4,0.003217822,4.57e-06,1,1,1,0,0,0.3100000000000023,0,2,44.0537,0.15198676264693728,4.852,0.239,-0.4418133466538508
108,APPR,PREP,von,4.0,2.0,pp,1.0,1.0,0.21,1.0,1.0,low,47.16,Von,47.37,47.16,0.012376238,1.35e-05,0,0,0,0,0,0.21000000000000085,0,1,45.7437,-0.5448590610579889,5.939,3.758,-0.0835932046017901
109,PPOSAT,ART,seine,3.0,5.0,det,2.0,1.0,0.33,2.0,1.0,low,47.37,seinen,47.7,47.37,0.012376238,1.35e-05,0,0,0,0,0,0.3300000000000054,0,2,45.9537,-0.5713382730238902,5.604,1.955,0.23567644499393245
110,NN,N,Palme,1.0,14.0,pn,3.0,1.8,0.47,1.0,1.0,low,47.74,Palmen,48.17,47.7,0.001237624,2.05e-06,0,1,1,0,0,0.4699999999999989,1,4,46.3237,-0.5492150189091161,7.528,12.19,0.30512603059826365
111,VVFIN,V,sehen,0.0,6.0,root,4.0,1.0,0.28,0.0,1.0,low,48.35,sah,48.63,48.35,0.003465347,4.86e-06,1,1,1,0,0,0.28000000000000114,1,2,46.9337,1.7888729311472455,6.355,6.513999999999999,1.782024929875036
112,PPER,PRO,er,4.0,3.0,subj,5.0,1.15,0.14,0.0,1.0,low,48.63,er,48.77,48.63,0.025,2.28e-05,0,1,0,0,0,0.14000000000000054,0,2,47.2137,4.425620674961546,4.426,1.375,1.6433941386261375
113,ADV,ADV,schon,4.0,4.0,adv,6.0,1.15,0.31,0.0,1.0,low,48.89,schon,49.08,48.77,0.000247525,5.09e-07,1,1,1,0,0,0.3099999999999952,0,2,47.4737,1.7213025001208426,5.693,3.87,0.22223539638514087
114,APPR,PREP,von,4.0,2.0,pp,7.0,1.0,0.22,0.0,1.0,low,49.08,von,49.3,49.08,0.012376238,1.35e-05,0,0,0,1,0,0.21999999999999886,0,1,47.6637,-0.1133551827947246,5.489,3.042,0.2666454345422386
115,ADJA,ADJA,weit,7.0,7.0,pn,8.0,1.85,0.45,0.0,1.0,low,49.35,weitem,49.75,49.3,0.00049505,9.33e-07,1,1,1,1,1,0.4500000000000029,1,3,47.9337,-0.05299163200711906,5.5820000000000025,6.73,1.1410363405292412
116,ART,ART,die,11.0,0.0,det,9.0,1.25,0.12,1.0,1.0,low,49.78,die,49.87,49.75,0.109653465,6e-05,0,0,0,0,0,0.11999999999999746,0,1,48.3637,0.4411161149859769,7.75,0.703,-0.07905465469904015
117,ADJA,ADJA,englisch,11.0,12.0,attr,10.0,2.55,0.505,2.0,1.0,low,49.87,englischen,50.375,49.87,0.00049505,9.33e-07,1,1,1,0,0,0.5050000000000026,1,4,48.4537,0.8152311879343639,7.891,11.498,0.13178707536394607
118,NN,N,Verdeckdampfer,4.0,24.0,obja,11.0,4.75,0.755,0.0,1.0,low,50.375,Verdeckdampfer,51.13,50.375,0.000247525,5.09e-07,0,1,1,0,0,0.7550000000000026,1,4,48.9587,-0.27109384271991555,6.7139999999999995,1.785,-0.12353892858234612
119,ART,ART,die,14.0,0.0,det,13.0,1.25,0.2,1.0,1.0,low,51.49,die,51.65,51.45,0.109653465,6e-05,0,0,0,0,0,0.19999999999999574,0,1,50.0737,1.5977526069785717,4.4060000000000015,2.082,-0.3141949192569769
120,ADJA,ADJA,zweistöckig,11.0,18.0,app,14.0,5.15,0.91,0.0,1.0,low,51.77,zweistöckigen,52.56,51.65,0.000247525,5.09e-07,1,1,1,1,1,0.9100000000000036,1,4,50.3537,0.3826589448995908,7.039,3.258,0.19915831364699996
121,PRELS,PRO,die,24.0,0.0,subj,16.0,1.25,0.18,1.0,1.0,low,52.78,die,52.92,52.74,0.109653465,6e-05,0,1,0,0,0,0.17999999999999972,0,1,51.3637,2.190345484417267,7.98,1.2990000000000002,-0.2595992624916638
122,KOKOM,KOKOM,wie,24.0,3.0,kom,17.0,1.5,0.18,2.0,1.0,low,52.96,wie,53.1,52.92,0.01039604,1.18e-05,0,0,0,0,0,0.17999999999999972,0,2,51.5437,1.2226647006004403,7.9529999999999985,0.348,0.09947177244136825
123,NN,N,Riesenschildkröte,17.0,19.0,cj,18.0,6.1,1.1,2.0,1.0,low,53.14,Riesenschildkröten,54.2,53.1,0.000247525,5.09e-07,0,1,1,0,0,1.1000000000000014,1,4,51.7237,-0.19824869839616216,5.684,2.306,-0.02668383546351103
124,ART,ART,die,20.0,0.0,det,19.0,1.25,0.235,3.0,1.0,low,54.36,den,54.565,54.33,0.109653465,6e-05,0,0,0,0,0,0.23499999999999946,0,1,52.9437,-0.5246004896057553,7.074,3.343,-0.35611372158757143
125,NN,N,Fluss,24.0,12.0,obja,20.0,1.75,0.235,3.0,1.0,low,54.565,Fluss,54.8,54.565,0.00049505,9.33e-07,0,1,1,0,0,0.23499999999999946,1,4,53.1487,-0.4917657026530662,8.062999999999999,1.749,0.3285706946790902
126,ADV,ADV,hinauf,24.0,11.0,adv,21.0,2.45,0.43,4.0,1.0,low,54.93,hinauf,55.33,54.9,0.001732673,2.73e-06,1,1,1,1,1,0.4299999999999997,1,3,53.5137,1.032244153106422,6.358,8.035,1.1868099369731115
127,KON,KON,und,21.0,1.0,kon,22.0,1.45,0.16,4.0,1.0,low,55.73,und,55.89,55.73,0.048514851,3.63e-05,0,0,0,0,0,0.1600000000000037,0,1,54.3137,-0.4049650962109452,1.828,0.35,0.12874478843107476
128,ADV,ADV,hinab,22.0,11.0,cj,23.0,2.35,0.36,4.0,1.0,low,55.97,hinab,56.25,55.89,0.000742574,1.32e-06,1,1,1,1,1,0.35999999999999943,1,3,54.5537,1.1412901978032672,6.0089999999999995,10.436,0.47231907462603584
129,VVFIN,V,schwimmen,11.0,12.0,rel,24.0,1.65,0.5,0.0,1.0,low,56.42,schwammen,56.75,56.25,0.000247525,5.09e-07,1,1,1,0,0,0.5,1,4,55.0037,0.4590905708890389,3.4330000000000003,10.33,-0.24832119602035144
130,KOUS,KOUS,wenn,4.0,5.0,konj,1.0,1.5,0.19,1.0,1.0,low,57.74,Wenn,57.88,57.69,0.001980198,3.05e-06,0,0,0,0,0,0.1900000000000049,0,2,56.3237,-0.5446747762949046,5.398,3.032,0.4782981856520312
131,ART,ART,eine,3.0,3.0,det,2.0,1.0,0.21,2.0,1.0,low,57.88,ein,58.09,57.88,0.018564356,1.83e-05,0,0,0,0,0,0.21000000000000085,0,2,56.4637,-0.5027888646022938,4.757,2.678,0.245915573041981
132,NN,N,Dampfer,4.0,14.0,subj,3.0,1.9,0.43,2.0,1.0,low,58.12,Dampfer,58.52,58.09,0.00049505,9.33e-07,0,1,1,0,0,0.4299999999999997,1,4,56.7037,-0.6052394326443161,8.142999999999999,1.72,0.5863940951240362
133,VVFIN,V,kommen,6.0,6.0,neb,4.0,1.2,0.39,1.0,1.0,low,58.58,kam,58.91,58.52,0.003712871,5.14e-06,1,1,1,0,0,0.3899999999999935,1,2,57.1637,-0.5687174494509558,6.077999999999999,2.6189999999999998,0.3885410301970715
134,VVFIN,V,gleiten,0.0,13.0,root,6.0,1.95,0.21,0.0,1.0,low,59.42,glitt,59.51,59.3,0.000247525,5.09e-07,1,1,1,0,0,0.21000000000000085,1,4,58.0037,-0.6120298736329718,6.2360000000000015,10.638,0.4748539391919794
135,NE,N,Samir,6.0,15.0,subj,7.0,1.85,0.53,0.0,1.0,low,59.51,Samir,60.04,59.51,0.013861386000000002,1.47e-05,0,1,1,0,0,0.5300000000000011,1,4,58.0937,0.17222774433031274,5.008,10.575,0.8923342222272503
136,APPR,PREP,von,6.0,2.0,pp,8.0,1.0,0.16,0.0,1.0,low,60.09,von,60.25,60.09,0.012376238,1.35e-05,0,0,0,0,0,0.1599999999999966,0,1,58.6737,1.3422650042637845,6.989,4.6339999999999995,0.1341661091288336
137,PPOSAT,ART,seine,10.0,5.0,det,9.0,1.7,0.32,1.0,1.0,low,60.25,seinem,60.57,60.25,0.012376238,1.35e-05,0,0,0,0,0,0.3200000000000003,0,2,58.8337,0.43681429988800136,6.63,1.409,0.3707436357636336
138,NN,N,Palmenschaft,8.0,24.0,pn,10.0,2.8,0.54,0.0,1.0,low,60.6,Palmenschaft,61.11,60.57,0.000247525,5.09e-07,0,1,1,0,0,0.5399999999999991,1,4,59.1837,0.32146377648983193,7.61,1.735,0.3189572180970169
139,ADV,ADV,herunter,6.0,11.0,adv,11.0,2.7,0.63,0.0,1.0,low,61.28,herunter,61.82,61.19,0.000990099,1.7e-06,1,1,1,1,1,0.6300000000000026,1,3,59.8637,-0.5025568285192509,5.267,7.5,-0.0598630872271412
140,KOUS,KOUS,bis,17.0,4.0,konj,13.0,1.6,0.16,1.0,1.0,low,62.14,bis,62.26,62.1,0.000742574,1.32e-06,0,0,0,0,0,0.1599999999999966,0,2,60.7237,1.0242722137699645,4.521,4.7,-0.11432796288417413
141,ART,ART,die,15.0,0.0,det,14.0,1.15,0.1,2.0,1.0,low,62.34,der,62.41,62.31,0.109653465,6e-05,0,0,0,0,0,0.09999999999999433,0,1,60.9237,0.8579823747083893,5.481,1.3130000000000002,0.9029062981065755
142,NN,N,Landungssteg,17.0,18.0,subj,15.0,3.7,0.73,2.0,1.0,low,62.48,Landungssteg,63.14,62.41,0.000247525,5.09e-07,0,1,1,0,0,0.730000000000004,1,4,61.0637,0.4019812896643229,7.67,1.774,0.874724246265258
143,VVPP,V,auslegen,17.0,14.0,aux,16.0,1.75,0.68,3.0,1.0,low,63.14,ausgelegt,63.82,63.14,0.000247525,5.09e-07,1,1,1,1,1,0.6799999999999997,1,4,61.7237,-0.3503262000973709,5.87,7.247000000000001,0.27380064965403184
144,VAFIN,V,werden,6.0,3.0,neb,17.0,1.6,0.41,0.0,1.0,low,63.88,wurde,64.23,63.82,0.003217822,4.57e-06,1,1,1,0,0,0.4100000000000037,0,2,62.4637,-0.4438797775203315,3.7239999999999998,2.955,-0.04646632860221761
145,KON,KON,und,17.0,1.0,kon,18.0,1.45,0.16,0.0,1.0,low,64.54,und,64.7,64.54,0.048514851,3.63e-05,0,0,0,0,0,0.1599999999999966,0,1,63.12370000000001,0.6245705179139157,4.02,0.491,-0.18010109537056893
146,PPER,PRO,er,36.0,3.0,subj,19.0,1.15,0.18,1.0,1.0,low,64.76,er,64.94,64.76,0.025,2.28e-05,0,1,0,0,0,0.1799999999999926,0,2,63.34370000000001,0.06227196641456074,5.972,1.456,1.7670130061987395
147,APPR,PREP,mit,35.0,2.0,pp,20.0,1.45,0.15,2.0,1.0,low,64.99,mit,65.09,64.94,0.006930693000000001,8.53e-06,0,0,0,0,0,0.15000000000000568,0,1,63.5737,-0.2714100816156924,6.271,3.549,0.0019339241266554813
148,ART,ART,die,24.0,0.0,det,21.0,1.25,0.26,3.0,1.0,low,65.16,den,65.35,65.09,0.109653465,6e-05,0,0,0,0,0,0.2599999999999909,0,1,63.7437,-0.4763021422732037,5.303,1.764,-0.17322417130869022
149,ADJA,ADJA,anderen,24.0,6.0,attr,22.0,1.85,0.43,4.0,1.0,low,65.35,anderen,65.78,65.35,0.00049505,9.33e-07,1,1,1,0,0,0.4300000000000068,1,2,63.9337,-0.4630216855741111,7.87,9.506,0.8954588033933676
150,ADJA,ADJA,jung,24.0,11.0,attr,23.0,1.7,0.37,5.0,1.0,low,65.84,Jungen,66.15,65.78,0.001237624,2.05e-06,1,1,1,0,0,0.37000000000000455,1,3,64.4237,-0.5988026943651125,7.414,11.26,0.29102056232008033
151,NN,N,Sack,20.0,12.0,pn,24.0,1.15,0.44,2.0,1.0,low,66.35,Säcke,66.79,66.35,0.000247525,5.09e-07,0,1,1,0,0,0.440000000000012,1,4,64.93369999999999,-0.5782963351124959,7.1979999999999995,11.898,0.25998642527302956
152,APPR,PREP,voll,35.0,8.0,pp,25.0,1.4,0.15,3.0,1.0,low,66.79,voll,66.94,66.79,0.0014851489999999998,2.39e-06,0,0,0,0,0,0.14999999999999147,1,3,65.3737,-0.5777480686846884,6.684,7.851,0.18833496499804764
153,NE,N,Reis,25.0,12.0,pn,26.0,1.0,0.48,3.0,1.0,low,67.06,Reis,67.42,66.94,0.000247525,5.09e-07,0,1,1,0,0,0.4800000000000039,1,4,65.6437,-0.6571006387786564,6.9639999999999995,3.361,0.4500230264470361
154,NN,N,Korb,26.0,12.0,kon,28.0,1.9,0.46,3.0,1.0,low,67.73,Körbe,68.11,67.65,0.000247525,5.09e-07,0,1,1,0,0,0.4599999999999938,1,4,66.3137,-0.5917494120252429,7.0920000000000005,11.327,0.25844103299403737
155,APPR,PREP,voll,28.0,8.0,pp,29.0,1.4,0.21,3.0,1.0,low,68.11,voll,68.32,68.11,0.0014851489999999998,2.39e-06,0,0,0,0,0,0.20999999999999366,1,3,66.69369999999999,-0.6366814435047616,6.29,8.521,0.6492110026515442
156,NN,N,Paranuss,29.0,23.0,pn,30.0,3.4,0.79,3.0,1.0,low,68.41,Paranüsse,69.16,68.37,0.000247525,5.09e-07,0,1,1,0,0,0.7899999999999922,1,4,66.99369999999999,-0.6231808906815475,6.99,3.861,0.3438126651086983
157,KON,KON,und,28.0,1.0,kon,31.0,1.45,0.12,3.0,1.0,low,69.36,und,69.48,69.36,0.048514851,3.63e-05,0,0,0,0,0,0.12000000000000455,0,1,67.94369999999999,-0.6387199924184507,6.501,0.17300000000000001,-0.2106208551036047
158,NN,N,Paket,31.0,11.0,cj,32.0,2.15,0.58,3.0,1.0,low,69.57,Pakete,70.12,69.54,0.000247525,5.09e-07,0,1,1,0,0,0.5799999999999983,1,3,68.15369999999999,-0.6066079066407015,7.3370000000000015,12.472000000000001,0.03484980044282527
159,APPR,PREP,von,32.0,2.0,pp,33.0,1.0,0.2,3.0,1.0,low,70.12,von,70.32,70.12,0.012376238,1.35e-05,0,0,0,0,0,0.19999999999998866,0,1,68.7037,-0.6418602665978194,6.074,1.9980000000000002,0.1498145582639726
160,NE,N,Sandelholz,33.0,17.0,pn,34.0,3.6,0.675,3.0,1.0,low,70.32,Sandelholz,70.995,70.32,0.000247525,5.09e-07,0,1,1,0,0,0.6750000000000114,1,4,68.90369999999999,-0.6152596878577802,7.095,1.645,0.5204970699610517
161,VVINF,V,verladen,36.0,14.0,obji,35.0,1.8,0.465,2.0,1.0,low,70.995,verladen,71.46,70.995,0.000247525,5.09e-07,1,1,1,0,0,0.4649999999999892,1,4,69.5787,-0.588500890245479,6.356,9.154,0.5459823156319146
162,VVFIN,V,helfen,18.0,8.0,cj,36.0,1.45,0.27,0.0,1.0,low,71.52,half,71.73,71.46,0.000247525,5.09e-07,1,1,1,0,0,0.27000000000001023,1,3,70.10369999999999,-0.5795578908273472,3.5260000000000002,7.869,-0.13773633074779754
163,APPR,PREP,mit,6.0,2.0,pp,1.0,1.45,0.18,1.0,1.0,low,73.12,Mit,73.24,73.06,0.006930693000000001,8.53e-06,0,0,0,0,0,0.1799999999999926,0,1,71.7037,-0.5482907586789623,5.939,2.745,0.0681517831482954
164,ART,ART,eine,3.0,3.0,det,2.0,1.7,0.34,2.0,1.0,low,73.29,einem,73.63,73.29,0.018564356,1.83e-05,0,0,0,0,0,0.3399999999999892,0,2,71.8737,-0.5679617848865575,5.303,2.248,0.0720083952853107
165,NN,N,Dutzend,1.0,11.0,pn,3.0,2.65,0.48,1.0,1.0,low,73.69,Dutzend,74.11,73.63,0.000742574,1.32e-06,0,1,1,0,0,0.4800000000000039,1,3,72.27369999999998,-0.5925215221630278,7.976,10.300999999999998,-0.11238103198092228
166,ADJA,ADJA,arm,5.0,12.0,attr,4.0,1.55,0.39,2.0,1.0,low,74.18,armer,74.57,74.18,0.002227723,3.37e-06,1,1,1,0,0,0.3899999999999864,1,4,72.7637,-0.5647592172237402,5.5889999999999995,2.647,1.15686463585287
167,NN,N,Arbeiter,3.0,10.0,gmod,5.0,2.3,0.62,1.0,1.0,low,74.57,Arbeiter,75.19,74.57,0.000990099,1.7e-06,0,1,1,0,0,0.6200000000000045,1,3,73.15369999999999,-0.610556281392879,6.066,8.556000000000001,0.5138276159373574
168,VVFIN,V,rennen,0.0,12.0,root,6.0,1.55,0.355,0.0,1.0,low,75.63,rannte,75.865,75.51,0.00049505,9.33e-07,1,1,1,0,0,0.35499999999998977,1,4,74.21369999999997,-0.5455642302334618,5.982,12.302,0.5970289922151549
169,PPER,PRO,er,6.0,3.0,subj,7.0,1.15,0.365,0.0,1.0,low,75.865,er,76.23,75.865,0.025,2.28e-05,0,1,0,0,0,0.3650000000000091,0,2,74.44869999999997,-0.5909023355892529,5.222,1.4280000000000002,0.9482514938295986
170,NN,N,Ufer,6.0,11.0,obja,8.0,1.85,0.33,0.0,1.0,low,76.23,Ufer,76.56,76.23,0.000990099,1.7e-06,0,1,1,0,0,0.3299999999999983,1,3,74.8137,-0.3910065441324432,5.58,11.181,0.28496112552046343
171,PTKVZ,PTKVZ,auf,6.0,2.0,avz,9.0,1.3,0.27,0.0,1.0,low,76.56,auf,76.83,76.56,0.014356436,1.51e-05,0,0,0,1,0,0.269999999999996,0,1,75.1437,0.006510167527625268,3.835,2.5380000000000003,0.988406774194618
172,KON,KON,und,0.0,1.0,root,10.0,1.45,0.15,0.0,1.0,low,77.19,und,77.34,77.19,0.048514851,3.63e-05,0,0,0,1,0,0.15000000000000568,0,1,75.77369999999998,-0.41825533694264794,5.271,1.2209999999999999,-0.04267549978077757
173,NN,N,Ufer,10.0,11.0,cj,11.0,1.85,0.21,0.0,1.0,low,77.34,Ufer,77.55,77.34,0.000990099,1.7e-06,0,1,1,0,0,0.20999999999999366,1,3,75.9237,0.2695790820417729,5.477,11.079,-0.15420423328760202
174,PTKVZ,PTKVZ,ab,0.0,5.0,root,12.0,1.2,0.33,0.0,1.0,low,77.63,ab,77.96,77.63,0.00049505,9.33e-07,0,0,0,1,0,0.3299999999999983,0,2,76.21369999999997,0.18311953427140856,5.252999999999999,2.758,0.335737674410116
175,ADJD,ADV,gelenkig,0.0,18.0,root,14.0,2.8,0.59,0.0,1.0,low,78.63,gelenkig,79.17,78.58,0.000247525,5.09e-07,1,1,1,0,0,0.5900000000000034,1,4,77.21369999999997,-0.06636629326813376,1.3130000000000002,2.56,0.6308481554204909
176,KOKOM,KOKOM,wie,14.0,3.0,kom,15.0,1.5,0.18,0.0,1.0,low,79.36,wie,79.47,79.29,0.01039604,1.18e-05,0,0,0,0,0,0.1799999999999926,0,2,77.94369999999998,-0.20576525940583107,4.637,0.39899999999999997,-0.12385854761116195
177,ART,ART,eine,18.0,3.0,det,16.0,1.0,0.32,1.0,1.0,low,79.47,eine,79.79,79.47,0.018564356,1.83e-05,0,0,0,0,0,0.3200000000000074,0,2,78.05369999999998,1.738207504697014,5.599,2.255,0.8415456555126887
178,ADJA,ADJA,zappelnd,18.0,18.0,attr,17.0,3.8,0.45,2.0,1.0,low,79.85,zappelnde,80.24,79.79,0.000247525,5.09e-07,1,1,1,1,1,0.44999999999998863,1,4,78.43369999999999,3.7521667100898535,8.127,3.2289999999999996,0.6600615724011758
179,NN,N,Marionette,15.0,14.0,cj,18.0,4.0,0.64,0.0,1.0,low,80.35,Marionette,80.88,80.24,0.00049505,9.33e-07,0,1,1,0,0,0.6400000000000006,1,4,78.93369999999999,2.947970515773594,7.782,1.619,0.2311585659861251
180,APPR,PREP,nach,0.0,3.0,root,1.0,1.2,0.23,0.0,1.0,low,82.3,Nach,82.46,82.23,0.001237624,2.05e-06,0,0,0,0,0,0.2299999999999897,0,2,80.88369999999998,-0.5092988073835066,5.939,2.55,-0.0455036746355806
181,ART,ART,eine,4.0,3.0,det,2.0,1.0,0.2,1.0,1.0,low,82.46,ein,82.66,82.46,0.018564356,1.83e-05,0,0,0,0,0,0.20000000000000284,0,2,81.04369999999999,-0.4534934054313336,5.3260000000000005,6.454,0.9433611500200199
182,PIDAT,ART,paar,4.0,9.0,attr,3.0,1.05,0.17,2.0,1.0,low,82.69,paar,82.83,82.66,0.000742574,1.32e-06,0,0,0,0,0,0.1700000000000017,1,3,81.27369999999998,-0.535133803795341,7.9579999999999975,1.347,0.5658209389581031
183,NN,N,Stunde,1.0,8.0,pn,4.0,1.85,0.58,0.0,1.0,low,82.97,Stunden,83.41,82.83,0.000742574,1.32e-06,0,1,1,0,0,0.5799999999999983,1,3,81.55369999999998,-0.6328450137093614,7.763,1.689,-0.10438588164248655
184,KOUS,KOUS,wenn,11.0,5.0,konj,6.0,1.5,0.15,1.0,1.0,low,83.65,wenn,83.76,83.61,0.001980198,3.05e-06,0,0,0,0,0,0.15000000000000568,0,2,82.2337,-0.5227610724382834,6.4479999999999995,4.288,0.3292560996079271
185,ART,ART,die,8.0,0.0,det,7.0,1.2,0.15,2.0,1.0,low,83.79,das,83.91,83.76,0.109653465,6e-05,0,0,0,0,0,0.14999999999999147,0,1,82.3737,-0.3936183179147238,4.546,2.3930000000000002,1.526291355569351
186,NN,N,Ufer,11.0,11.0,subj,8.0,1.85,0.36,2.0,1.0,low,84.02,Ufer,84.38,84.02,0.000990099,1.7e-06,0,1,1,0,0,0.35999999999999943,1,3,82.60369999999998,0.9373739269790669,7.665,12.902999999999999,0.5043843793145629
187,ADV,ADV,wieder,11.0,5.0,adv,9.0,1.4,0.24,3.0,1.0,low,84.41,wieder,84.62,84.38,0.0014851489999999998,2.39e-06,1,1,1,0,0,0.2400000000000091,0,2,82.99369999999998,0.2139836073659571,5.724,3.321,0.9528271410069832
188,ADJD,ADV,leer,11.0,10.0,adv,10.0,1.2,0.24,4.0,1.0,low,84.73,leer,84.86,84.62,0.000742574,1.32e-06,1,1,1,0,0,0.2399999999999949,1,3,83.3137,0.4187490170544859,6.223,8.389,1.7339887642986835
189,VVFIN,V,liegen,30.0,7.0,neb,11.0,1.0,0.35,1.0,1.0,low,84.96,lag,85.21,84.86,0.002722772,3.98e-06,1,1,1,1,1,0.3499999999999943,1,3,83.54369999999999,0.4399590651260469,5.566,2.555,0.4886168772186561
190,ART,ART,die,14.0,0.0,det,13.0,1.15,0.17,2.0,1.0,low,85.61,der,85.74,85.57,0.109653465,6e-05,0,0,0,0,0,0.1700000000000017,0,1,84.19369999999998,0.7604265852761651,4.395,1.347,0.31175314081397476
191,NN,N,Fluss,18.0,12.0,subj,14.0,1.75,0.37,2.0,1.0,low,85.82,Fluss,86.19,85.82,0.00049505,9.33e-07,0,1,1,0,0,0.37000000000000455,1,4,84.40369999999999,0.9522641771320874,8.117,1.67,0.01825148833209106
192,ADJD,ADV,einförmig,18.0,17.0,adv,15.0,2.55,0.73,3.0,1.0,low,86.31,einförmig,87.04,86.31,0.000247525,5.09e-07,1,1,1,1,1,0.730000000000004,1,4,84.8937,1.041642890411522,5.4,3.1310000000000002,0.8683686154847582
193,KON,KON,und,15.0,1.0,kon,16.0,1.45,0.15,3.0,1.0,low,87.09,und,87.24,87.09,0.048514851,3.63e-05,0,0,0,0,0,0.14999999999999147,0,1,85.6737,0.191212388794478,6.609,0.168,-0.16843066252119296
194,ADJD,ADV,warm,16.0,11.0,cj,17.0,1.5,0.35,3.0,1.0,low,87.37,warm,87.59,87.24,0.000247525,5.09e-07,1,1,1,1,1,0.3500000000000085,1,3,85.9537,-0.15027069060249149,7.3210000000000015,7.727,0.39008080636750514
195,VVFIN,V,vorbeispülen,11.0,30.0,kon,18.0,4.9,0.92,1.0,1.0,low,87.65,vorbeispülte,88.57,87.65,0.000247525,5.09e-07,1,1,1,0,0,0.9199999999999876,1,4,86.2337,0.16406154876414902,6.053999999999999,2.262,0.011106945506187448
196,ART,ART,die,22.0,0.0,det,20.0,1.25,0.17,2.0,1.0,low,88.89,die,89.03,88.86,0.109653465,6e-05,0,0,0,0,0,0.1700000000000017,0,1,87.4737,0.20197349422059488,6.933,1.055,-0.4461621426941373
197,ADJA,ADJA,braun,22.0,13.0,attr,21.0,1.65,0.44,3.0,1.0,low,89.14,braunen,89.47,89.03,0.00049505,9.33e-07,1,1,1,0,0,0.4399999999999977,1,4,87.7237,-0.4734055446470368,7.894,10.731,1.24072564943742
198,NN,N,Dorfkind,23.0,20.0,subj,22.0,3.5,0.71,2.0,1.0,low,89.51,Dorfkinder,90.18,89.47,0.000247525,5.09e-07,0,1,1,0,0,0.7100000000000078,1,4,88.0937,-0.5922041312216583,7.306,1.6059999999999999,0.23282692103322045
199,VVFIN,V,baden,18.0,13.0,kon,23.0,2.7,0.52,1.0,1.0,low,90.21,badeten,90.7,90.18,0.000247525,5.09e-07,1,1,1,0,0,0.519999999999996,1,4,88.79369999999999,-0.6147388604844093,5.5760000000000005,3.503,0.24323209347340718
200,KON,KON,und,23.0,1.0,kon,24.0,1.45,0.23,1.0,1.0,low,91.06,und,91.29,91.06,0.048514851,3.63e-05,0,0,0,0,0,0.230000000000004,0,1,89.6437,-0.5724623825886536,6.7989999999999995,0.212,-0.3300834791538292
201,PIS,PRO,nichts,28.0,6.0,subj,25.0,1.85,0.5,2.0,1.0,low,91.43,nichts,91.79,91.29,0.000742574,1.32e-06,0,1,0,1,0,0.5,1,2,90.0137,-0.2554301737785451,7.093,3.823,-0.038112717532628154
202,PTKZU,PTKZU,zu,27.0,2.0,part,26.0,2.0,0.18,3.0,1.0,low,91.88,zu,91.97,91.79,0.010643564,1.2e-05,0,0,0,0,0,0.1799999999999926,0,1,90.4637,0.4640220823280937,5.575,3.45,-0.3350821763810575
203,VVINF,V,verdienen,28.0,10.0,aux,27.0,1.9,0.44,3.0,1.0,low,91.97,verdienen,92.41,91.97,0.00049505,9.33e-07,1,1,1,0,0,0.4399999999999977,1,3,90.5537,-0.002033778741508933,6.372000000000001,7.257999999999999,0.22223286200388484
204,VAFIN,V,sein,24.0,4.0,cj,28.0,1.1,0.33,1.0,1.0,low,92.49,war,92.74,92.41,0.011386138999999998,1.26e-05,1,1,1,0,0,0.3299999999999983,0,2,91.0737,-0.35770092883544546,6.852,2.8510000000000004,-0.20686983178536397
205,VVFIN,V,klettern,0.0,12.0,root,30.0,2.85,0.51,0.0,1.0,low,93.22,kletterte,93.59,93.08,0.0014851489999999998,2.39e-06,1,1,1,0,0,0.5100000000000051,1,4,91.8037,-0.5112979164871104,7.3729999999999976,9.948,0.8487679381804086
206,NE,N,Samir,30.0,15.0,subj,31.0,1.85,0.48,0.0,1.0,low,93.59,Samir,94.07,93.59,0.013861386000000002,1.47e-05,0,1,1,0,0,0.4799999999999898,1,4,92.1737,-0.6050313573691584,4.056,10.380999999999998,0.755221356343118
207,ADV,ADV,wieder,30.0,5.0,adv,32.0,1.4,0.23,0.0,1.0,low,94.11,wieder,94.3,94.07,0.0014851489999999998,2.39e-06,1,1,1,0,0,0.230000000000004,0,2,92.6937,-0.5906489635454026,7.101,4.397,-0.012654347754869455
